book_title,author,goodreads_id,goodreads_url,found,match_score,matched_title,matched_author,reason
Just Ash,"Santana, Sol",54317693,https://www.goodreads.com/book/show/54317693-just-ash?from_search=true&from_srp=true&qid=8kDlDVCCQt&rank=1,True,0.9455,Just Ash,Sol Santana,ok
The Summer of Jordi Perez,"Spalding, Amy",31246717,https://www.goodreads.com/book/show/31246717-the-summer-of-jordi-perez?from_search=true&from_srp=true&qid=102gA7rv2L&rank=1,True,0.95,The Summer of Jordi Perez,Amy Spalding,ok
The Gravity of Us (The Gravity of Us Series),"Stamper, Phil",,,False,,,,no_candidates
In Deeper Waters,"Lukens, F. T.",54303971,https://www.goodreads.com/book/show/54303971-in-deeper-waters?from_search=true&from_srp=true&qid=gf6FbXmRs5&rank=1,True,0.94,In Deeper Waters,F.T. Lukens,ok
Summer Bird Blue,"Bowman, Akemi Dawn",35716237,https://www.goodreads.com/book/show/35716237-summer-bird-blue?from_search=true&from_srp=true&qid=64eGqG6Zm2&rank=1,True,0.9382,Summer Bird Blue,Akemi Dawn Bowman,ok
When They Call You a Terrorist (Young Adult Edition): A Story of Black Lives Matter and the Power to Change the World,"Khan-Cullors, Patrisse",49127395,https://www.goodreads.com/book/show/49127395-when-they-call-you-a-terrorist-young-adult-edition?from_search=true&from_srp=true&qid=8MZicGBYLr&rank=1,True,0.923,When They Call You a Terrorist (Young Adult Edition): A Story of Black Lives Matter and the Power to Change the World,Patrisse Cullors,ok
We Set the Dark on Fire (We Set the Dark on Fire Series),"Mejia, Tehlor Kay",,,False,,,,no_candidates
Her Royal Highness (Royals Series),"Hawkins, Rachel",,,False,,,,no_candidates
Gold Wings Rising (Skybound Series),"London, Alex",,,False,,,,no_candidates
You Brought Me the Ocean,"Sanchez, Alex",48639623,https://www.goodreads.com/book/show/48639623-you-brought-me-the-ocean?from_search=true&from_srp=true&qid=ZOrvoCKV71&rank=1,True,0.9375,You Brought Me the Ocean,Alex   Sanchez,ok
A Quick & Easy Guide to They/Them Pronouns,"Bongiovanni, Archie",36580693,https://www.goodreads.com/book/show/36580693-a-quick-easy-guide-to-they-them-pronouns?from_search=true&from_srp=true&qid=L635Y7WtlY&rank=1,True,0.9417,A Quick & Easy Guide to They/Them Pronouns,Archie Bongiovanni,ok
Encyclopedia of Sex & Gender: 4 Volume Set,"Malti-Douglas, Fedwa",2580676,https://www.goodreads.com/book/show/2580676-encyclopedia-of-sex-gender?from_search=true&from_srp=true&qid=cf4RobJ82I&rank=1,True,0.9526,Encyclopedia of Sex & Gender: 4 Volume set,Fedwa Malti-Douglas,ok
The Tyrant’s Tomb (The Trials of Apollo Series),"Riordan, Rick",55705812,https://www.goodreads.com/book/show/55705812-trials-of-apollo-series-rick-riordan-collection-5-books-set?from_search=true&from_srp=true&qid=AOwu8V7OkR&rank=1,True,0.3112,Trials of Apollo Series Rick Riordan Collection 5 Books Set,Rick Riordan,ok
"Blue Flag, Vol. 3 (Blue Flag Series)",Kaito,,,False,,,,no_candidates
The Scapegracers (Scapegracers Series),"Clarke, Hannah Abigail",247021429,https://www.goodreads.com/book/show/247021429-the-feast-makers?from_search=true&from_srp=true&qid=vPXrZKaOpA&rank=1,True,0.5857,"The Feast Makers: The Scapegracers, Book 3 (The Scapegracers Series)",Hannah Abigail Clarke,ok
How Beautiful the Ordinary: Twelve Stories of Identity,"Cart, Michael",6515763,https://www.goodreads.com/book/show/6515763-how-beautiful-the-ordinary?from_search=true&from_srp=true&qid=xdKMbVHOFF&rank=1,True,0.9375,How Beautiful the Ordinary: Twelve Stories of Identity,Michael Cart,ok
Fire Song,"Jones, Adam Garnet",35737829,https://www.goodreads.com/book/show/35737829-fire-song?from_search=true&from_srp=true&qid=Y7I8kB2erf&rank=1,True,0.9471,Fire Song,Adam Garnet Jones,ok
Last Night at the Telegraph Club,"Lo, Malinda",35224992,https://www.goodreads.com/book/show/35224992-last-night-at-the-telegraph-club?from_search=true&from_srp=true&qid=ZjejeXrLP9&rank=3,True,0.955,Last Night at the Telegraph Club,Malinda Lo,ok
The Life and (Medieval) Times of Kit Sweetly,"Pacton, Jamie",49952514,https://www.goodreads.com/book/show/49952514-the-life-and-medieval-times-of-kit-sweetly?from_search=true&from_srp=true&qid=k3npauOzrd&rank=1,True,0.925,The Life and (Medieval) Times of Kit Sweetly,Jamie Pacton,ok
Ember Queen (Ash Princess Trilogy Series),"Sebastian, Laura",,,False,,,,no_candidates
Act Cool,"McSmith, Tobly",56197478,https://www.goodreads.com/book/show/56197478-act-cool?from_search=true&from_srp=true&qid=g4m98lLyPD&rank=1,True,0.9308,Act Cool,Tobly McSmith,ok
Dragonwings,"Yep, Laurence",876034,https://www.goodreads.com/book/show/876034.Dragonwings?from_search=true&from_srp=true&qid=RVenLgZAZD&rank=5,True,0.95,"Dragonwings (Golden Mountain Chronicles, #5)",Laurence Yep,ok
How to Make a Wish,"Blake, Ashley Herring",26626118,https://www.goodreads.com/book/show/26626118-how-to-make-a-wish?from_search=true&from_srp=true&qid=psdSmJN3Al&rank=1,True,0.955,How To Make A Wish,Ashley Herring Blake,ok
Carry On (Simon Snow Series),"Rowell, Rainbow",24690856,https://www.goodreads.com/book/show/24690856-carry-on?from_search=true&from_srp=true&qid=IP5FoGzrmb&rank=2,True,0.925,"Carry On (Simon Snow Series, 1)",Rainbow Rowell,ok
Night Shine (Night Shine Series),"Gratton, Tessa",61640293,https://www.goodreads.com/book/show/61640293-moon-dark-smile?from_search=true&from_srp=true&qid=kBZIcIV7Ov&rank=1,True,0.4077,Moon Dark Smile (The Night Shine Series),Tessa  Gratton,ok
Between Perfect and Real,"Stoeve, Ray",54776123,https://www.goodreads.com/book/show/54776123-between-perfect-and-real?from_search=true&from_srp=true&qid=TZUpcUmh6w&rank=1,True,0.94,Between Perfect and Real,Ray Stoeve,ok
A Better Bad Idea,"Devore, Laurie",50904912,https://www.goodreads.com/book/show/50904912-a-better-bad-idea?from_search=true&from_srp=true&qid=Vdpr6vswks&rank=1,True,0.9192,A Better Bad Idea,Laurie Devore,ok
I'm a Wild Seed: My Graphic Memoir on Queerness and Decolonizing the World,"De La Cruz, Sharon Lee",56006286,https://www.goodreads.com/book/show/56006286-i-m-a-wild-seed?from_search=true&from_srp=true&qid=pMJyMN8YLP&rank=1,True,0.9214,I'm a Wild Seed: My Graphic Memoir on Queerness and Decolonizing the World,Sharon Lee De La Cruz,ok
"Blue Flag, Vol. 4 (Blue Flag Series)",Kaito,,,False,,,,no_candidates
The City Beautiful,"Polydoros, Aden",55743832,https://www.goodreads.com/book/show/55743832-the-city-beautiful?from_search=true&from_srp=true&qid=zUx85O5ucY&rank=1,True,0.9464,The City Beautiful,Aden Polydoros,ok
The Hidden Oracle (The Trials of Apollo Series),"Riordan, Rick",55705812,https://www.goodreads.com/book/show/55705812-trials-of-apollo-series-rick-riordan-collection-5-books-set?from_search=true&from_srp=true&qid=WwWDBD1N8x&rank=1,True,0.3112,Trials of Apollo Series Rick Riordan Collection 5 Books Set,Rick Riordan,ok
Heartstopper: Volume Three (Heartstopper Series),"Oseman, Alice",51230687,https://www.goodreads.com/book/show/51230687-heartstopper-series-volume-1-3?from_search=true&from_srp=true&qid=j5lnMnkgVQ&rank=1,True,0.6932,Heartstopper Series Volume 1-3,Alice Oseman,ok
The Dangerous Art of Blending In,"Surmelis, Angelo",32797600,https://www.goodreads.com/book/show/32797600-the-dangerous-art-of-blending-in?from_search=true&from_srp=true&qid=UVqoERCjGf&rank=1,True,0.93,The Dangerous Art of Blending In,Angelo Surmelis,ok
Aesop Lake,"Ward, Sarah",37903804,https://www.goodreads.com/book/show/37903804-aesop-lake?from_search=true&from_srp=true&qid=bZVy448kPq&rank=1,True,0.9077,Aesop Lake,Sarah Leigh Ward,ok
If We Were Us,"Walther, K. L.",51260357,https://www.goodreads.com/book/show/51260357-if-we-were-us?from_search=true&from_srp=true&qid=92XoGLBSGw&rank=1,True,0.9455,If We Were Us,K.L. Walther,ok
That Inevitable Victorian Thing,"Johnston, E. K",,,False,,,,no_candidates
"Date Me, Bryson Keller","van Whye, Kevin",52739801,https://www.goodreads.com/book/show/52739801-date-me-bryson-keller?from_search=true&from_srp=true&qid=j2elQ9ethI&rank=1,True,0.9357,"Date Me, Bryson Keller",Kevin van Whye,ok
Influence,"Shepard, Sara",51287905,https://www.goodreads.com/book/show/51287905-influence?from_search=true&from_srp=true&qid=U5aHDtF1Nu&rank=1,True,0.9375,Influence,Sara Shepard,ok
The Summer of Everything,"Winters, Julian",50156232,https://www.goodreads.com/book/show/50156232-the-summer-of-everything?from_search=true&from_srp=true&qid=uBckr5RK6F&rank=1,True,0.925,The Summer of Everything,Julian Winters,ok
The Red Scrolls of Magic (The Eldest Curses Series),"Clare, Cassandra",,,False,,,,no_candidates
The Pride Guide: A Guide to Sexual and Social Health for LGBTQ Youth,"Langford, Jo",37512979,https://www.goodreads.com/book/show/37512979-the-pride-guide?from_search=true&from_srp=true&qid=si6lLDXxrX&rank=1,True,0.9591,The Pride Guide: A Guide to Sexual and Social Health for LGBTQ Youth,Jo Langford,ok
Verona Comics,"Dugan, Jennifer",51901322,https://www.goodreads.com/book/show/51901322-verona-comics?from_search=true&from_srp=true&qid=cUyXL3hELX&rank=1,True,0.9357,Verona Comics,Jennifer Dugan,ok
The New Queer Conscience,"Eli, Adam",51794273,https://www.goodreads.com/book/show/51794273-the-new-queer-conscience?from_search=true&from_srp=true&qid=Xh2AqKcAc0&rank=1,True,0.925,The New Queer Conscience,Adam Eli,ok
Teaching When the World Is on Fire,"Delpit, Lisa D.",49574189,https://www.goodreads.com/book/show/49574189-teaching-when-the-world-is-on-fire?from_search=true&from_srp=true&qid=HhItO5TSs5&rank=1,True,0.9192,Teaching When the World Is on Fire,Lisa D. Delpit,ok
Crier's War (Crier's War Series),"Varela, Nina",72134842,https://www.goodreads.com/book/show/72134842-iron-heart?from_search=true&from_srp=true&qid=WtvluhPGdQ&rank=1,True,0.4056,Iron Heart (The Crier's War Series),Nina Varela,ok
Here's to Us,"Albertalli, Becky",55424906,https://www.goodreads.com/book/show/55424906-here-s-to-us?from_search=true&from_srp=true&qid=31Uhx5hjAZ&rank=1,True,0.9437,"Here's to Us (What If It's Us, #2)",Becky Albertalli,ok
The Weight of the Stars,"Ancrum, K.",36952571,https://www.goodreads.com/book/show/36952571-the-weight-of-the-stars?from_search=true&from_srp=true&qid=bjx6LFIHuG&rank=1,True,0.9625,The Weight of the Stars,K. Ancrum,ok
The Witch King (The Witch King Series),"Edgmon, H. E.",,,False,,,,no_candidates
The Burning Maze (The Trials of Apollo Series),"Riordan, Rick",55705812,https://www.goodreads.com/book/show/55705812-trials-of-apollo-series-rick-riordan-collection-5-books-set?from_search=true&from_srp=true&qid=VM1wxbCcxu&rank=1,True,0.2235,Trials of Apollo Series Rick Riordan Collection 5 Books Set,Rick Riordan,ok
Gideon the Ninth (The Locked Tomb Series),"Muir, Tamsyn",202160337,https://www.goodreads.com/book/show/202160337-the-locked-tomb-series-harrow-the-ninth-gideon-the-ninth-and-nona-the?from_search=true&from_srp=true&qid=udzRPy7QFI&rank=1,True,0.3384,"The Locked Tomb Series, Harrow the Ninth, Gideon the Ninth and Nona the Ninth, Set of 3 Books",Tamsyn Muir,ok
Follow Your Arrow,"Verdi, Jessica",52664789,https://www.goodreads.com/book/show/52664789-follow-your-arrow?from_search=true&from_srp=true&qid=qYHKtq2s7a&rank=1,True,0.9308,Follow Your Arrow,Jessica Verdi,ok
Sister Outsider: Essays and Speeches,"Lorde, Audre",32951,https://www.goodreads.com/book/show/32951.Sister_Outsider?from_search=true&from_srp=true&qid=mqgnl9tZ44&rank=2,True,0.9182,Sister Outsider: Essays and Speeches,Audre Lorde,ok
Bingo Love #1,"Franklin, Tee",58377075,https://www.goodreads.com/book/show/58377075-bingo-love-1?from_search=true&from_srp=true&qid=20kDKPhDUL&rank=2,True,0.95,Bingo Love #1,Tee Franklin,ok
