book_title,challenge_reasons,num_reasons,primary_reason
You and Me and Him,Age-appropriateness concerns; LGBTQ+ identity & sexuality; Sexual or romantic content,3,Age-appropriateness concerns
Unusual Chickens for the Exceptional Poultry Farmer (Unusual Chickens Series),Age-appropriateness concerns,1,Age-appropriateness concerns
Bad for You (Sea Breeze Series),Age-appropriateness concerns; Mental health & trauma; Sexual or romantic content,3,Age-appropriateness concerns
Eagle Feather,Age-appropriateness concerns,1,Age-appropriateness concerns
After We Collided (After Series),Age-appropriateness concerns; Sexual or romantic content,2,Age-appropriateness concerns
The Great Migration: Journey to the North,Age-appropriateness concerns; Race & systemic inequality,2,Age-appropriateness concerns
Cow on the Town: Practicing the Ow Sound,Age-appropriateness concerns,1,Age-appropriateness concerns
Unstoppable: How Jim Thorpe and the Carlisle Indian School Football Team Defeated Army (Encounter: Narrative Nonfiction Picture Books Series),Age-appropriateness concerns; Race & systemic inequality,2,Age-appropriateness concerns
Roberto Clemente: Pride of the Pittsburgh Pirates,Age-appropriateness concerns; Race & systemic inequality,2,Age-appropriateness concerns
After the Game (The Field Party Series),Age-appropriateness concerns; Sexual or romantic content; Violence & mature themes,3,Age-appropriateness concerns
The Color of My Words,Age-appropriateness concerns; Race & systemic inequality,2,Age-appropriateness concerns
Grandmama's Pride,,0,Uncategorized
My Two Dads and Me,Age-appropriateness concerns; LGBTQ+ identity & sexuality,2,Age-appropriateness concerns
Fatty Legs: A True Story,Age-appropriateness concerns; Race & systemic inequality,2,Age-appropriateness concerns
A Storm Called Katrina,Age-appropriateness concerns; Race & systemic inequality,2,Age-appropriateness concerns
Thunder Rose,Age-appropriateness concerns; Race & systemic inequality,2,Age-appropriateness concerns
At the Mountain's Base,Age-appropriateness concerns; Race & systemic inequality; Violence & mature themes,3,Age-appropriateness concerns
Grandfather Tang's Story,Age-appropriateness concerns,1,Age-appropriateness concerns
A Long Pitch Home,Age-appropriateness concerns; Race & systemic inequality,2,Age-appropriateness concerns
The Boy of the Three-Year Nap,Age-appropriateness concerns; Race & systemic inequality,2,Age-appropriateness concerns
The Day of Ahmed's Secret,Age-appropriateness concerns; Race & systemic inequality,2,Age-appropriateness concerns
The Princess and the Warrior: A Tale of Two Volcanoes,Age-appropriateness concerns; Race & systemic inequality,2,Age-appropriateness concerns
The Turtle of Oman (The Turtle of Oman Series),Age-appropriateness concerns; Race & systemic inequality,2,Age-appropriateness concerns
Sam!,Age-appropriateness concerns; Gender politics & feminism; LGBTQ+ identity & sexuality,3,Age-appropriateness concerns
Persepolis: The Story of a Childhood,Violence & mature themes,1,Violence & mature themes
The Berenstain Bears and the Big Question (The Berenstain Bears Series),Age-appropriateness concerns; Religion & worldview,2,Age-appropriateness concerns
Any Small Goodness: A Novel of the Barrio,Age-appropriateness concerns; Race & systemic inequality,2,Age-appropriateness concerns
A Family Is a Family Is a Family,Age-appropriateness concerns; LGBTQ+ identity & sexuality,2,Age-appropriateness concerns
Crazy Horse's Vision,Age-appropriateness concerns; Race & systemic inequality,2,Age-appropriateness concerns
The War Outside,Age-appropriateness concerns; Violence & mature themes,2,Age-appropriateness concerns
Hush! A Thai Lullaby,Age-appropriateness concerns; Race & systemic inequality,2,Age-appropriateness concerns
Zen Shorts (Zen Series),Age-appropriateness concerns,1,Age-appropriateness concerns
Eagle Song,Age-appropriateness concerns; Mental health & trauma; Race & systemic inequality,3,Age-appropriateness concerns
Little Night/Nochecita,Age-appropriateness concerns,1,Age-appropriateness concerns
The Boy I Love,Age-appropriateness concerns; LGBTQ+ identity & sexuality; Sexual or romantic content,3,Age-appropriateness concerns
Yang the Youngest and his Terrible Ear (The Yang Family Series),Age-appropriateness concerns; Race & systemic inequality,2,Age-appropriateness concerns
The Mighty Miss Malone,Age-appropriateness concerns; Mental health & trauma; Race & systemic inequality,3,Age-appropriateness concerns
The Shark King,Age-appropriateness concerns,1,Age-appropriateness concerns
Hachiko: The True Story of a Loyal Dog,Age-appropriateness concerns,1,Age-appropriateness concerns
Extra Credit,Age-appropriateness concerns,1,Age-appropriateness concerns
14 Cows for America,Age-appropriateness concerns; Race & systemic inequality,2,Age-appropriateness concerns
The Drinking Gourd: A Story of the Underground Railroad,Age-appropriateness concerns,1,Age-appropriateness concerns
Looking for Bongo,Age-appropriateness concerns; Race & systemic inequality,2,Age-appropriateness concerns
To Night Owl from Dogfish,Age-appropriateness concerns; LGBTQ+ identity & sexuality,2,Age-appropriateness concerns
Losing the Field (The Field Party Series),Age-appropriateness concerns; Sexual or romantic content,2,Age-appropriateness concerns
Abuela,Age-appropriateness concerns; Race & systemic inequality,2,Age-appropriateness concerns
Introducing Teddy,Age-appropriateness concerns; Gender politics & feminism; LGBTQ+ identity & sexuality,3,Age-appropriateness concerns
Phoenix Goes to School: A Story to Support Transgender and Gender Diverse Children,Age-appropriateness concerns; Gender politics & feminism; LGBTQ+ identity & sexuality; Mental health & trauma,4,Age-appropriateness concerns
Lucky,Mental health & trauma; Violence & mature themes,2,Mental health & trauma
When the Emperor Was Divine,Sexual or romantic content; Violence & mature themes,2,Sexual or romantic content
Neanderthal Opens the Door to the Universe,Age-appropriateness concerns; LGBTQ+ identity & sexuality; Mental health & trauma; Sexual or romantic content,4,Age-appropriateness concerns
My Princess Boy,Age-appropriateness concerns; Gender politics & feminism; LGBTQ+ identity & sexuality,3,Age-appropriateness concerns
The Shape of Thunder,Age-appropriateness concerns; Violence & mature themes,2,Age-appropriateness concerns
The Sissy Duckling,Age-appropriateness concerns; LGBTQ+ identity & sexuality; Mental health & trauma,3,Age-appropriateness concerns
Red Hood,Age-appropriateness concerns; Sexual or romantic content,2,Age-appropriateness concerns
Glass (Crank Series),Age-appropriateness concerns; Mental health & trauma,2,Age-appropriateness concerns
Identical,Age-appropriateness concerns; Mental health & trauma; Sexual or romantic content,3,Age-appropriateness concerns
Fallout (Crank Series),Age-appropriateness concerns; Mental health & trauma; Sexual or romantic content,3,Age-appropriateness concerns
Damsel,Age-appropriateness concerns,1,Age-appropriateness concerns
People Kill People,Age-appropriateness concerns; Mental health & trauma; Violence & mature themes,3,Age-appropriateness concerns
Perfectly Good White Boy,Age-appropriateness concerns,1,Age-appropriateness concerns
The Testaments,Gender politics & feminism; Violence & mature themes,2,Gender politics & feminism
Living Dead Girl,Age-appropriateness concerns; Mental health & trauma; Violence & mature themes,3,Age-appropriateness concerns
How to Be Ace: A Memoir of Growing Up Asexual,LGBTQ+ identity & sexuality; Mental health & trauma; Sexual or romantic content,3,LGBTQ+ identity & sexuality
Traffick (Tricks Series),Age-appropriateness concerns; LGBTQ+ identity & sexuality; Sexual or romantic content,3,Age-appropriateness concerns
Date Violence (Life Balance),Age-appropriateness concerns; Mental health & trauma,2,Age-appropriateness concerns
Fade (Wake Series),Age-appropriateness concerns; Sexual or romantic content,2,Age-appropriateness concerns
Impulse (Impulse Series),Age-appropriateness concerns; Mental health & trauma; Violence & mature themes,3,Age-appropriateness concerns
Maybe He Just Likes You,Age-appropriateness concerns,1,Age-appropriateness concerns
Jesus Land: A Memoir,Mental health & trauma; Race & systemic inequality; Religion & worldview,3,Mental health & trauma
Something Must Be Wrong with Me: A Boy's Book about Sexual Abuse,,0,Uncategorized
Sold,Age-appropriateness concerns,1,Age-appropriateness concerns
City of Heavenly Fire (The Mortal Instruments Series),Age-appropriateness concerns; Sexual or romantic content,2,Age-appropriateness concerns
Cherry,Age-appropriateness concerns; LGBTQ+ identity & sexuality; Sexual or romantic content,3,Age-appropriateness concerns
Brave (Berrybrook Middle School Series),Age-appropriateness concerns,1,Age-appropriateness concerns
Asking for It,Age-appropriateness concerns; Gender politics & feminism; Mental health & trauma,3,Age-appropriateness concerns
Smoke (Burned Series),Age-appropriateness concerns; Mental health & trauma,2,Age-appropriateness concerns
Burned (Burned Series),Age-appropriateness concerns; Sexual or romantic content; Violence & mature themes,3,Age-appropriateness concerns
Infandous,Age-appropriateness concerns,1,Age-appropriateness concerns
The Exact Opposite of Okay (Izzy O'Neill Series),Age-appropriateness concerns; Gender politics & feminism; Sexual or romantic content,3,Age-appropriateness concerns
One Hot Second: Stories About Desire,,0,Uncategorized
Tilt,Age-appropriateness concerns; Sexual or romantic content,2,Age-appropriateness concerns
Perfect (Impulse Series),Age-appropriateness concerns; Sexual or romantic content; Violence & mature themes,3,Age-appropriateness concerns
Protest Movements: Then and Now,,0,Uncategorized
Push,Age-appropriateness concerns; Mental health & trauma; Race & systemic inequality,3,Age-appropriateness concerns
Jailbait,Sexual or romantic content,1,Sexual or romantic content
Love & Sex: Ten Stories of Truth,,0,Uncategorized
Jumping Off Swings (Jumping Off Swings Series),Age-appropriateness concerns,1,Age-appropriateness concerns
The Nowhere Girls,Age-appropriateness concerns; Gender politics & feminism; LGBTQ+ identity & sexuality; Race & systemic inequality; Sexual or romantic content; Violence & mature themes,6,Age-appropriateness concerns
Understanding Sexuality,,0,Uncategorized
The Other Talk: Reckoning with Our White Privilege,Age-appropriateness concerns; Race & systemic inequality,2,Age-appropriateness concerns
"Then Again, Maybe I Won't",,0,Uncategorized
Sex & Violence,Age-appropriateness concerns; Sexual or romantic content; Violence & mature themes,3,Age-appropriateness concerns
What We Saw,Age-appropriateness concerns; Mental health & trauma; Sexual or romantic content,3,Age-appropriateness concerns
Clockwork Princess (The Infernal Devices Series),Age-appropriateness concerns; Sexual or romantic content,2,Age-appropriateness concerns
33 Snowfish,Age-appropriateness concerns,1,Age-appropriateness concerns
The House on Mango Street,Age-appropriateness concerns,1,Age-appropriateness concerns
A ​Court of Silver Flames (A Court of Thorns and Roses Series),Sexual or romantic content; Violence & mature themes,2,Sexual or romantic content
Slaughterhouse-Five,Mental health & trauma; Violence & mature themes,2,Mental health & trauma
Vampire Academy (Vampire Academy Series),Age-appropriateness concerns; Sexual or romantic content,2,Age-appropriateness concerns
Beautiful,Sexual or romantic content,1,Sexual or romantic content
You: A Novel of Dark Obsession (You Series),Violence & mature themes,1,Violence & mature themes
House of Sky and Breath (Crescent City Series),Sexual or romantic content,1,Sexual or romantic content
The Realm of Possibility,Age-appropriateness concerns; LGBTQ+ identity & sexuality; Sexual or romantic content,3,Age-appropriateness concerns
Something Happened in Our Town,Age-appropriateness concerns; Race & systemic inequality; Violence & mature themes,3,Age-appropriateness concerns
A Court of Wings and Ruin (A Court of Thorns and Roses Series),Age-appropriateness concerns; Sexual or romantic content; Violence & mature themes,3,Age-appropriateness concerns
A Place at the Table,Age-appropriateness concerns; Mental health & trauma,2,Age-appropriateness concerns
Romiette and Julio,Age-appropriateness concerns; Race & systemic inequality; Sexual or romantic content,3,Age-appropriateness concerns
Breathless,Age-appropriateness concerns; Sexual or romantic content,2,Age-appropriateness concerns
Sal and Gabi Break the Universe (Sal and Gabi Series),Age-appropriateness concerns,1,Age-appropriateness concerns
Clean Getaway,Age-appropriateness concerns; Race & systemic inequality,2,Age-appropriateness concerns
Beneath a Meth Moon: An Elegy,Age-appropriateness concerns; Mental health & trauma,2,Age-appropriateness concerns
Dope Sick,Age-appropriateness concerns; Mental health & trauma; Race & systemic inequality; Violence & mature themes,4,Age-appropriateness concerns
House of Earth and Blood (Crescent City Series),Sexual or romantic content,1,Sexual or romantic content
The Best Laid Plans,Age-appropriateness concerns; Sexual or romantic content,2,Age-appropriateness concerns
The Art of Racing in the Rain,,0,Uncategorized
"On the Bright Side, I'm Now the Girlfriend of a Sex God (Confessions of Georgia Nicolson #2)",Sexual or romantic content,1,Sexual or romantic content
Water for Elephants,Mental health & trauma; Sexual or romantic content,2,Mental health & trauma
Go Ask Alice,Age-appropriateness concerns; Mental health & trauma; Violence & mature themes,3,Age-appropriateness concerns
A Court of Thorns and Roses (A Court of Thorns and Roses Series),Age-appropriateness concerns; Sexual or romantic content; Violence & mature themes,3,Age-appropriateness concerns
A Court of Frost and Starlight (A Court of Thorns and Roses Series),Age-appropriateness concerns; Sexual or romantic content; Violence & mature themes,3,Age-appropriateness concerns
The Prince and the Dressmaker,Age-appropriateness concerns; LGBTQ+ identity & sexuality; Sexual or romantic content,3,Age-appropriateness concerns
Empire of Storms (Throne of Glass Series),Age-appropriateness concerns; Sexual or romantic content; Violence & mature themes,3,Age-appropriateness concerns
Graceling (Graceling Realm Series),Age-appropriateness concerns; Religion & worldview; Sexual or romantic content; Violence & mature themes,4,Age-appropriateness concerns
Boy-Crazy Stacey (The Baby-Sitters Club Series),Age-appropriateness concerns,1,Age-appropriateness concerns
Revealed (House of Night Series),Age-appropriateness concerns,1,Age-appropriateness concerns
Hidden (House of Night Series),Age-appropriateness concerns; Sexual or romantic content,2,Age-appropriateness concerns
A Certain Slant of Light,Age-appropriateness concerns; Sexual or romantic content,2,Age-appropriateness concerns
47,Age-appropriateness concerns; Race & systemic inequality,2,Age-appropriateness concerns
The House of the Spirits,,0,Uncategorized
"Black Software: The Internet & Racial Justice, from the Afronet to Black Lives Matter",,0,Uncategorized
The Things They Carried,Violence & mature themes,1,Violence & mature themes
The Tenth Circle,Sexual or romantic content,1,Sexual or romantic content
Out of the Easy,Age-appropriateness concerns; Sexual or romantic content,2,Age-appropriateness concerns
Cross My Heart (Cross My Heart Series),Age-appropriateness concerns; Sexual or romantic content; Violence & mature themes,3,Age-appropriateness concerns
Lucy Peale,Violence & mature themes,1,Violence & mature themes
